237.3798523,2.17647052
237.3798523,2.45098042
237.3839569,2.35294127
237.388031,2.33333325
237.3921661,1.78431368
237.3961945,1.52941179
237.4002838,1.78431368
237.4002838,2.05882359
237.4044342,2.09803915
237.4085693,1.74509799
237.4125671,1.37254906
237.4125671,1.31372547
237.4166565,1.2352941
237.4208221,1.66666663
237.4248962,1.74509799
237.4248962,1.9803921
237.428894,1.66666663
237.4331513,1.54901958
237.4371338,1.70588231
237.4412842,2.13725495
237.4454193,2.13725495
237.4454193,2.11764717
237.4493713,1.9803921
237.4535217,1.84313726
237.4576569,1.56862748
237.4576569,1.92156863
237.461792,2.09803915
237.4657745,2.13725495
237.4699097,2
237.4699097,1.70588231
237.4740753,1.70588231
237.4781952,1.68627453
237.4822693,2.43137264
237.4862976,2.64705873
237.490387,2.21568632
237.490387,2.21568632
237.4945068,2.0392158
237.498642,2.27450991
237.502655,2.72549009
237.502655,2.84313726
237.5068054,2.9607842
237.51091,2.58823538
237.5150452,2.88235283
237.5150452,2.62745094
237.519165,2.94117641
237.5231934,3.25490189
237.5273132,3.19607854
237.5314331,2.80392146
237.535553,2.68627453
237.535553,2.80392146
237.5395508,3.13725495
237.5436859,3.13725495
237.54776,3.27450991
237.54776,2.88235283
237.5519104,2.68627453
237.5558929,2.62745094
237.5601654,2.82352948
237.5601654,3.05882359
237.5641632,2.9607842
237.5682983,3.05882359
237.5722656,2.33333325
237.5763855,2.0392158
237.5805206,2.29411769
237.5805206,2.49019599
237.58461,2.56862736
237.5887299,2.50980401
237.5927277,2.07843137
237.5927277,2
237.5968628,1.92156863
237.6010132,2.35294127
237.6051331,2.21568632
237.6051331,2.35294127
237.6091614,1.90196073
237.6132813,1.70588231
237.6173859,1.92156863
237.6215363,2.21568632
237.6256561,2.25490189
237.6256561,2.27450991
237.6296539,1.80392158
237.6337585,1.88235295
237.6378937,1.68627453
237.6378937,2.11764717
237.6420288,2.37254906
237.6461792,2.62745094
237.650177,2.37254906
237.650177,2.11764717
237.6542511,2.27450991
237.6584168,2.21568632
237.6584168,2.52941179
237.6624146,2.70588231
237.6665649,3.0392158
237.6706848,2.72549009
237.6706848,2.78431368
237.6747894,2.68627453
237.6789093,2.88235283
237.6828919,3.19607854
237.6828919,3.27450991
237.687027,3.33333325
237.6911621,2.84313726
237.6952972,2.74509811
237.6952972,2.56862736
237.6993103,2.7647059
237.7033844,2.70588231
237.7033844,2.74509811
237.7075501,2.49019599
237.7116242,2.07843137
237.7158051,2.01960778
237.7158051,2.07843137
237.7198029,2.74509811
237.7238617,2.88235283
237.7280426,3.19607854
237.7280426,2.78431368
237.732193,2.64705873
237.7361298,2.66666675
237.7402802,2.66666675
237.7402802,2.92156863
