200.92453,1.47058821
200.92453,1.82352936
200.9287109,1.60784316
200.9328461,1.03921568
200.9369354,1.09803927
200.9369354,0.4509804
200.9409332,0.84313726
200.9450684,0.80392158
200.9491272,1.92156863
200.9491272,2.21568632
200.9531403,2.80392146
200.9572449,2.64705873
200.9614105,3.11764717
200.9655151,3.19607854
200.9696198,3.80392146
200.9696198,3.41176462
200.9736939,3.27450991
200.9777985,2.35294127
200.9819183,2.7647059
200.9819183,2.31372547
200.9860687,2.86274505
200.9900513,3.21568632
200.9942169,2.92156863
200.9942169,2.82352948
200.998291,2.19607854
201.0024414,2.29411769
201.0065613,2.50980401
201.0104981,2.2352941
201.0146332,2.52941179
201.0146332,1.9803921
201.0187531,2.05882359
201.0228729,1.78431368
201.0269165,1.88235295
201.0269165,2.62745094
201.0310059,2.52941179
201.0352173,2.62745094
201.0392761,2.41176462
201.0392761,2.66666675
201.0432892,2.39215684
201.0473938,3.21568632
201.0515137,3.25490189
201.0556946,3.05882359
201.0597992,2.68627453
201.0597992,2.94117641
201.0639191,2.56862736
201.0679016,3.49019599
201.0720062,3.33333325
201.0720062,3.35294127
201.0761261,3.05882359
201.0801392,3.17647052
201.084259,3.07843137
201.084259,3.27450991
201.0884247,3.45098042
201.0924988,3.0392158
201.0964966,2.11764717
201.1006928,2.43137264
201.1049347,1.62745094
201.1049347,2.33333325
201.1089325,2.31372547
201.1129303,2.21568632
201.1170654,1.90196073
201.1170654,1.68627453
201.1212158,1.70588231
201.1253204,1.49019611
201.1294403,2.01960778
201.1294403,1.58823526
201.1333771,1.64705884
201.137497,1.05882359
201.1416321,0.41176471
201.145752,1
201.1499329,1.19607842
201.1499329,1.35294116
201.1538849,1.78431368
201.1580048,1.52941179
201.1622009,2.13725495
201.1622009,1.7647059
201.1663055,2.37254906
201.1703033,2.17647052
201.1744232,1.96078432
201.1744232,1.78431368
201.1785431,1.52941179
201.1826325,1.94117641
201.1868134,2.94117641
201.1909332,2.21568632
201.1949463,2.62745094
201.1949463,1.9803921
201.1990051,1.50980389
201.2030029,1.31372547
201.2071228,1.50980389
201.2071228,1.72549021
201.2112427,1.72549021
201.2154236,1.72549021
201.2194977,1.13725495
201.2194977,1.68627453
201.223587,1.35294116
201.2276917,2.13725495
201.2317963,2
201.2317963,2.13725495
201.2359467,1.82352936
201.2400665,1.78431368
201.2400665,1.56862748
201.2440643,1.58823526
201.248169,2.35294127
201.2522888,1.96078432
201.2522888,2.15686274
201.2563171,1.74509799
201.2603912,1.94117641
201.2645111,1.72549021
201.2645111,1.82352936
201.2686157,2.11764717
201.2727509,1.96078432
201.2769165,1.84313726
201.2769165,1.60784316
201.2808838,1.66666663
201.2850494,1.74509799
201.2850494,2.58823538
201.2891846,2.50980401
201.2931824,2.58823538
201.297287,2.47058821
201.297287,2.45098042
201.3014221,1.9803921
201.305542,2.33333325
201.3096771,3.25490189
201.3096771,2.66666675
201.3136597,2.74509811
201.3179321,2.17647052
201.3218842,2.33333325
201.3218842,1.96078432
201.326004,2.39215684
201.3301239,2.62745094
201.3301239,2.47058821
201.3341217,3.01960778
201.3382874,3.47058821
201.3423767,3.86274505
201.3423767,3.98039222
201.3463898,4.98039198
201.3505402,4.74509811
201.35466,4.37254906
201.35466,4
201.3588104,3.47058821
201.3629303,2.80392146
201.3669128,2.49019599
201.3669128,3.0392158
201.3710785,2.29411769
201.3751679,2.07843137
201.379303,1.49019611
201.383255,1.45098042
201.3873749,1.9803921
201.3873749,2.33333325
201.39151,2.56862736
201.3956299,2.54901958
201.3997803,2.27450991
201.3997803,2.29411769
201.4038696,2.09803915
201.4078674,2.66666675
201.4120636,2.70588231
201.4120636,2.62745094
201.4161835,2.0392158
201.4203033,2.2352941
201.4242706,2.60784316
201.428421,3.27450991
201.4325867,2.74509811
201.4325867,3.19607854
201.4365234,2.82352948
201.4406433,3.01960778
201.44487,2.49019599
201.44487,2.70588231
201.4488678,2.9607842
201.4530029,2.58823538
201.4569855,2.33333325
201.4569855,1.90196073
201.4611054,1.96078432
201.4652863,2.15686274
201.4693756,2.82352948
201.4734345,3.11764717
201.4775238,2.60784316
201.4775238,3
201.4816437,3.0392158
201.4858093,3.37254906
201.4899292,3.84313726
201.4899292,3.60784316
201.4939575,3.68627453
201.4980316,3.0392158
201.5021515,3.0392158
201.5021515,2.70588231
201.5063019,3.50980401
201.5102539,3.41176462
201.5143738,3.13725495
201.5184937,3.01960778
201.5226288,2.70588231
201.5226288,2.2352941
201.5266724,2.41176462
201.5308685,2.29411769
201.5349121,2.25490189
201.5349121,1.66666663
201.539032,1.74509799
201.5431671,1.72549021
201.5471497,2.11764717
201.5471497,2.43137264
201.5512848,2.27450991
201.5554657,2.58823538
201.5595551,2.56862736
201.5635223,2.58823538
201.5676422,2.90196085
201.5676422,3.11764717
201.5717468,3
201.575882,2.50980401
201.5800018,2.19607854
201.5800018,1.9803921
201.5839996,2.07843137
201.5881653,2.50980401
201.5922394,2.45098042
201.5922394,2.62745094
201.5963898,2.31372547
201.6004181,2.70588231
201.6045532,3.33333325
201.6086578,3.58823538
