0.904405,2.49019599
0.90855831,2.54901958
0.91269529,2.60784316
0.91269529,2.66666675
0.91668481,2.72549009
0.92080539,2.74509811
0.92493415,2.74509811
0.92903012,2.7647059
0.93306881,2.72549009
0.93306881,2.66666675
0.93714839,2.68627453
0.94128537,2.72549009
0.94548786,2.54901958
0.94548786,2.50980401
0.94937909,2.50980401
0.95354879,2.50980401
0.95771033,2.49019599
0.95771033,2.45098042
0.96177357,2.45098042
0.9658286,2.43137264
0.9700557,2.43137264
0.97406977,2.39215684
0.97819036,2.37254906
0.97819036,2.37254906
0.98233551,2.33333325
0.98630041,2.31372547
0.99049473,2.31372547
0.99049473,2.37254906
0.99463987,2.39215684
0.99873585,2.41176462
1.00275815,2.47058821
1.00275815,2.49019599
1.00683773,2.52941179
1.01094198,2.60784316
1.01508713,2.64705873
1.01909304,2.66666675
1.02318895,2.58823538
1.02318895,2.58823538
1.02731776,2.54901958
1.03147924,2.58823538
1.03564084,2.60784316
1.03564084,2.68627453
1.03960574,2.66666675
1.04375911,2.62745094
1.04784691,2.58823538
1.04784691,2.56862736
1.05200839,2.52941179
1.05614543,2.50980401
1.06011033,2.52941179
1.06420636,2.52941179
1.06836784,2.50980401
1.06836784,2.50980401
1.07231641,2.54901958
1.07644522,2.49019599
1.08063126,2.47058821
1.08063126,2.45098042
1.08468628,2.43137264
1.08881509,2.37254906
1.09284556,2.45098042
1.09284556,2.37254906
1.09703982,2.39215684
1.10113585,2.35294127
1.10524821,2.27450991
1.10524821,2.2352941
1.10922956,2.21568632
1.1133256,2.27450991
1.1133256,2.43137264
1.11746252,2.43137264
1.12156677,2.52941179
1.12572002,2.60784316
1.12572002,2.49019599
1.12968504,2.45098042
1.1337564,2.37254906
1.13793433,2.25490189
1.13793433,2.19607854
1.14198112,2.17647052
1.14607716,2.19607854
1.15011585,2.21568632
1.15011585,2.31372547
1.15432656,2.41176462
1.15844715,2.50980401
1.15844715,2.58823538
1.1623956,2.56862736
1.16658175,2.56862736
1.17069411,2.54901958
1.17069411,2.49019599
1.17482293,2.47058821
1.17892706,2.49019599
1.18307221,2.50980401
1.18307221,2.49019599
1.18705356,2.45098042
1.19117415,2.52941179
1.19522917,2.58823538
1.19522917,2.47058821
1.1992842,2.41176462
1.20341301,2.41176462
1.20341301,2.39215684
1.20757449,2.31372547
1.21163774,2.37254906
1.21584022,2.37254906
1.21584022,2.43137264
1.2198298,2.45098042
1.22395039,2.43137264
1.22805452,2.43137264
1.22805452,2.41176462
1.23221612,2.39215684
1.2361728,2.35294127
1.24029338,2.33333325
1.24029338,2.25490189
1.24444675,2.25490189
1.24857545,2.27450991
1.24857545,2.25490189
1.2525568,2.33333325
1.25661182,2.39215684
1.26078153,2.50980401
1.26078153,2.50980401
1.26492667,2.50980401
1.26907182,2.47058821
1.27306139,2.45098042
1.27306139,2.37254906
1.27719831,2.37254906
1.28132713,2.31372547
1.28542316,2.27450991
1.28542316,2.31372547
1.28941262,2.37254906
